author,statement,source,date,target,Label
Ciara O'Rourke,“Wikileaks releases moon landing cut scenes filmed in the Nevada desert.”,Viral image,"October 25, 2022",false,0
Sara Swann,"“Nancy Pelosi (purchased) 10,000 shares of Amgen, manufacturer of Nplate, a drug used to treat radiation sickness.”",Instagram posts,"October 25, 2022",false,0
Kristin Hugo,"""When electric cars get in accidents, they explode, they catch fire very very badly because of the lithium batteries.”",Instagram posts,"October 25, 2022",false,0
Kristin Hugo,"For climate change environmentalists, “not a single one of their predictions ever come true.”",Charlie Kirk,"October 25, 2022",false,0
Jessica Riley,"“More than half of the $739 billion tax increase (in the Inflation Reduction Act) will go to wasteful Green New Deal programs like tree equity, 'clean' garbage trucks, and studying cow farts.""",Citizens Against Government Waste,"October 25, 2022",barely-true,0
Andy Nguyen,The diphtheria vaccine is a “poison dart” with side effects worse than the symptoms of diphtheria.,Instagram posts,"October 24, 2022",false,0
Jeff Cercone,Bodybuilder died from the COVID-19 vaccine.,Instagram posts,"October 24, 2022",false,0
Ciara O'Rourke,"A chyron on Sean Hannity’s show said, “Dr Oz admits he’s a medical quack.”",Viral image,"October 24, 2022",pants-fire,0
Ciara O'Rourke,A CNN headline shows Uganda’s president saying he doesn’t support Ukraine because it would be “disgusting.”,Viral image,"October 24, 2022",false,0
Paul Specht,Ted Budd “on four separate occasions voted against funding for police here in North Carolina to the tune of more than $32 million.”,Cheri Beasley,"October 24, 2022",barely-true,0
Ciara O'Rourke,There are no photos of “Biden in the Oval Office” from after early 2021.,Viral image,"October 24, 2022",pants-fire,0
D.L. Davis,"Says Tim Michels ""opposes closing the loophole that allows domestic abusers to buy guns.""",A Better Wisconsin Together,"October 24, 2022",true,1
Jill Terreri,"New York state is outpacing the rest of the country, because shootings in New York are down 10%, and across the country the drop is only 2%.",Kathy Hochul,"• October 24,",half-true,0
Maria Ramirez,Suggests that an immigrant charged with sexually assaulting a child entered the U.S. illegally during the Biden administration.,Citizens for Sanity,"• October 21,",false,0
Maria Ramirez,“Every single Senate Democrat voted against hiring more border agents. They voted against deporting felons. And they voted against ending catch and release.”,Citizens for Sanity,"• October 21,",barely-true,0
Jon Greenberg,Immigrants illegally in the country are treated “better than military veterans.”,Blake Masters,"October 21, 2022",false,0
Louis Jacobson,"A House Republican plan says that if the GOP wins the majority, “Retirees who have a pension, IRAs, 401k, disabled veteran benefits will be ineligible for Social Security benefits.”",Instagram posts,"October 21, 2022",pants-fire,0
Ciara O'Rourke,Volodymyr Zelenskyy was photographed holding a soccer jersey with his name and a swastika.,Viral image,"October 21, 2022",false,0
Ciara O'Rourke,It’s impossible for colloidal silver to turn you blue.,Viral image,"October 21, 2022",false,0
Michael Majchrowicz,“Millions” of people from International Monetary Fund member countries are at risk of being placed in “COVID camps.”,Instagram posts,"October 21, 2022",false,0
Madeline Heim,"If a 12-year-old girl became pregnant because of rape or incest, ""Tim Michels would force her to deliver the baby.""",Tony Evers,"October 21, 2022",mostly-true,0
Ciara O'Rourke,There were two shooters in the 2017 Las Vegas mass shooting.,Instagram posts,"October 20, 2022",false,0
Tom Kertscher,"Mark Kelly ""voted to allow prison inmates to receive stimulus checks five separate times.""",Saving Arizona PAC,"October 20, 2022",barely-true,0
Ciara O'Rourke,Haitian singer Mikaben died because of the COVID-19 vaccine,Instagram posts,"October 20, 2022",false,0
Ciara O'Rourke,"A video shows an actor “getting into character before his press interview less than 24 hours after the supposed killing of his 6-year-old daughter.""",Instagram posts,"October 20, 2022",pants-fire,0
Madison Czopek,"“The CDC is about to add the COVID vaccine to the childhood immunization schedule, which would make the vax mandatory for kids to attend school.”",Tucker Carlson,"October 20, 2022",barely-true,0
Ciara O'Rourke,"On Oct. 19, Donald Trump tweeted, “Thank you Elon Musk, I’m back!!!”",Viral image,"October 20, 2022",false,0
Ciara O'Rourke,"There are “100,000 kids in cages” under the Getty art museum.",Viral image,"October 20, 2022",pants-fire,0
Jeff Cercone,“Boston University CREATES a new COVID strain that has an 80% kill rate.”,Instagram posts,"October 20, 2022",half-true,0
Ciara O'Rourke,Video shows “California sets their own forest fires and claims them as climate change effects.”,Instagram posts,"October 20, 2022",false,0
Vanessa Swales,“Mandela Barnes came out in favor of abortion up until the moment of birth.”,National Republican Senatorial Committee,"October 20, 2022",barely-true,0
Ciara O'Rourke,An anti-vaccine activist documented intimidation tactics used against her the day before she was killed.,Viral image,"October 20, 2022",false,0
Ciara O'Rourke,Video shows Hillary Clinton talking about a glass dome over the Earth.,Instagram posts,"October 19, 2022",pants-fire,0
Ciara O'Rourke,Video shows Dr. Anthony Fauci admitting “he failed Americans during the pandemic when unnecessarily forcing masks.”,Instagram posts,"October 19, 2022",false,0
Ciara O'Rourke,Photo shows a taxi driver in New York City who “drives around taking people to kill.”,Viral image,"October 19, 2022",pants-fire,0
Yacob Reyes,"""When I was your governor, we reduced insurance rates by 10%.""",Charlie Crist,"October 19, 2022",mostly-true,0
Haley Tenore,"Electric vehicles are unaffordable because “the average cost of replacing an electric vehicle battery is over $10,000, while the average cost of replacing the battery of a gas-powered car is $100 to $200.”",Debbie Lesko,"October 19, 2022",barely-true,0
Andy Nguyen,Dark spots on potato chips are “infected with throat mold.”,Facebook posts,"October 19, 2022",pants-fire,0
Tom Kertscher,"A dog endured “unimaginable pain and suffering” during heart research experiments, “just one of 300 killed in (Dr. Mehmet) Oz’s lab.”",Senate Majority PAC,"October 19, 2022",half-true,0
Andy Nguyen,“California is registering non-citizens to vote and has refused to cooperate with the Federal Election Integrity Program.”,Facebook posts,"October 18, 2022",false,0
Gabrielle Settles,"Suggests fentanyl, not Derek Chauvin, killed George Floyd",Kanye West,"October 18, 2022",false,0
Ciara O'Rourke,"Kamala Harris said, “We have to acknowledge gas is high which is the opposite of low.”",Viral image,"October 18, 2022",false,0
Ciara O'Rourke,“Trans species man who self-identifies as a deer accidentally shot by hunters.”,Viral image,"October 18, 2022",pants-fire,0
Alexis Waiss,"Abraham Hamadeh misled ""about his legal experience.”",Arizona Democratic Party,"October 18, 2022",half-true,0
Ciara O'Rourke,“Covid vaccinations now prohibited in people under 50 in Denmark.”,Viral image,"October 18, 2022",false,0
Amanda Boring,“WV families making less than $400K & small businesses will NOT be targeted by the IRS.”,Joe Manchin,"October 18, 2022",mostly-true,0
Jasper Birmingham,"“Over the past 5 years, natural gas costs have gone up over 200%” in the United States.",Joe Manchin,"• October 18,",half-true,0
Warren Fiske,"Abigail Spanberger supported “nearly $1 billion in stimulus checks for prisoners, including domestic terrorists.”",National Republican Congressional Committee,"October 18, 2022",half-true,0
Madison Czopek,"Video footage showing Chuck Schumer and Nancy Pelosi hiding on Jan. 6, 2021, shows the U.S. Capitol attack “was a setup.”",Facebook posts,"October 17, 2022",false,0
Jeff Cercone,There’s a “coincidental correlation” between COVID-19 vaccines and a spike in cancer in adults younger than 50.,Instagram posts,"October 17, 2022",false,0
Ciara O'Rourke,Barack Obama said he walks with his “husband Michael and hold hands.”,Viral image,"October 17, 2022",pants-fire,0
Ciara O'Rourke,"Kid Rock posted “Zelensky just bought his parents an $8,000,000 villa, complete with a salt water pool & 3 brand new vehicles.”",Viral image,"October 17, 2022",false,0
Michael Majchrowicz,Seattle authorities are investigating a string of serial killings.,Instagram posts,"October 17, 2022",false,0
Louis Jacobson,“Black women are 3 to 4 times more likely to die (from maternal mortality) even when they have the insurance and the income.”,Raphael Warnock,"October 17, 2022",mostly-true,0
Amy Sherman,"In Texas, a person can register a dead relative to vote and then cast a mail ballot in their name.",Facebook posts,"October 17, 2022",barely-true,0
Maria Ramirez,"""Ministros de Defensa de OTAN deciden invadir a RUSIA para prevenir ataque de Putin”.",Facebook posts,"• October 17,",false,0
Chad Bradley,Federal aid to tribal governments is “foreign aid.”,Nick Myers,"October 17, 2022",pants-fire,0
Madeline Heim,Says “Tim Michels wants to defund public education — calling it ‘the definition of insanity’ to continue to fund public schools.”,Tony Evers,"October 17, 2022",barely-true,0
Amy Sherman,The Electronic Registration Information Center is “a system that’s funded by George Soros.”,Mark Finchem,"October 17, 2022",false,0
Michael Majchrowicz,"If a sealed bag of raw poultry appears “puffy,” it means the protein is not safe to consume.",Facebook posts,"October 14, 2022",false,0
Maria Ramirez,"As attorney general, Catherine Cortez Masto “opposed tougher laws on methamphetamine dealers.”",Club for Growth,"• October 14,",barely-true,0
Ciara O'Rourke,Video shows gunfire in Venezuela.,Instagram posts,"October 14, 2022",false,0
Ciara O'Rourke,“Trump woken up from his bed by police.”,Facebook posts,"October 14, 2022",false,0
Jeff Cercone,Pfizer executive “admits” vaccine was never tested for preventing transmission.,Instagram posts,"October 13, 2022",false,0
Ciara O'Rourke,“Kamala Harris resigns in shock after Biden’s ‘mandatory’ border trip…Trump jails ‘corrupt’ VP.”,Facebook posts,"October 13, 2022",pants-fire,0
Andy Nguyen,“Premature babies are at a much higher risk of injury from immunizations than full-term babies.”,Instagram posts,"October 13, 2022",false,0
Ciara O'Rourke,The government is giving every household a $500 Walmart shopping credit to help with inflation.,Facebook posts,"October 13, 2022",pants-fire,0
Louis Jacobson,"The Biden administration has “created” more than double the number of jobs per month, on average, than any other administration going back to George H.W. Bush.",Joe Biden,"October 13, 2022",half-true,0
Amy Sherman,“I don’t care for mail-in voting. That’s why I go to the polls.”,Mark Finchem,"October 13, 2022",full-flop,0
Courtney Clingan,“Overdoses reached an all-time high in 2021.”,West Virginia Republican Party,"October 13, 2022",true,1
Ciara O'Rourke,Donald Trump’s “rally just got shut down after no one shows up.”,Facebook posts,"October 13, 2022",false,0
Kristin Hugo,"""In Germany, millions of solar panels are blanketed in snow and 30,000 wind turbines are sitting idle because there’s no wind.”",Instagram posts,"October 12, 2022",false,0
Tom Kertscher,Says Adam Laxalt said it is “good news” that “a lot of those Hispanic small businesses never reopened” after the pandemic.,Catherine Cortez Masto,"October 12, 2022",false,0
Jon Greenberg,Kari Lake has “gone on the record saying she supports Arizona's complete abortion ban. She's called it a great law.”,Katie Hobbs,"October 12, 2022",mostly-true,0
Ciara O'Rourke,“Merrick Garland catches Trump planning to flee.”,Facebook posts,"October 12, 2022",false,0
Michael Majchrowicz,North Korea has taken military action against Russia.,Facebook posts,"October 12, 2022",pants-fire,0
